TIME,LABEL
127.0,NORMAL
128.0,NORMAL
129.0,NORMAL
130.0,NORMAL
131.0,NORMAL
132.0,NORMAL
133.0,NORMAL
134.0,NORMAL
135.0,NORMAL
136.0,NORMAL
137.0,NORMAL
138.0,NORMAL
139.0,NORMAL
140.0,NORMAL
141.0,NORMAL
142.0,NORMAL
143.0,NORMAL
144.0,NORMAL
145.0,NORMAL
146.0,NORMAL
147.0,NORMAL
148.0,NORMAL
149.0,NORMAL
150.0,NORMAL
151.0,NORMAL
152.0,NORMAL
153.0,NORMAL
154.0,NORMAL
155.0,NORMAL
156.0,NORMAL
157.0,NORMAL
158.0,ATTACK
159.0,ATTACK
160.0,ATTACK
161.0,ATTACK
162.0,ATTACK
163.0,NORMAL
164.0,NORMAL
165.0,NORMAL
166.0,NORMAL
167.0,NORMAL
168.0,NORMAL
169.0,NORMAL
170.0,NORMAL
171.0,NORMAL
172.0,NORMAL
173.0,NORMAL
174.0,NORMAL
175.0,NORMAL
176.0,NORMAL
177.0,NORMAL
178.0,NORMAL
179.0,NORMAL
180.0,NORMAL
181.0,NORMAL
182.0,NORMAL
183.0,NORMAL
184.0,NORMAL
185.0,NORMAL
186.0,NORMAL
187.0,NORMAL
188.0,NORMAL
189.0,NORMAL
190.0,NORMAL
191.0,NORMAL
192.0,NORMAL
193.0,NORMAL
194.0,NORMAL
195.0,NORMAL
196.0,NORMAL
197.0,NORMAL
198.0,NORMAL
199.0,NORMAL
200.0,NORMAL
201.0,NORMAL
202.0,NORMAL
203.0,NORMAL
204.0,NORMAL
205.0,NORMAL
206.0,NORMAL
207.0,NORMAL
208.0,NORMAL
209.0,NORMAL
210.0,NORMAL
211.0,NORMAL
212.0,NORMAL
213.0,NORMAL
214.0,NORMAL
215.0,NORMAL
216.0,NORMAL
217.0,NORMAL
218.0,NORMAL
219.0,NORMAL
220.0,NORMAL
221.0,NORMAL
222.0,NORMAL
223.0,NORMAL
224.0,NORMAL
225.0,NORMAL
226.0,NORMAL
227.0,NORMAL
228.0,NORMAL
229.0,NORMAL
230.0,NORMAL
231.0,NORMAL
232.0,NORMAL
233.0,NORMAL
234.0,NORMAL
235.0,NORMAL
236.0,NORMAL
237.0,NORMAL
238.0,NORMAL
239.0,NORMAL
240.0,NORMAL
241.0,NORMAL
242.0,NORMAL
243.0,NORMAL
244.0,NORMAL
245.0,NORMAL
246.0,NORMAL
247.0,NORMAL
248.0,NORMAL
249.0,NORMAL
250.0,NORMAL
251.0,NORMAL
252.0,NORMAL
253.0,NORMAL
254.0,NORMAL
255.0,NORMAL
256.0,NORMAL
257.0,NORMAL
258.0,NORMAL
259.0,NORMAL
260.0,NORMAL
261.0,NORMAL
262.0,NORMAL
263.0,NORMAL
264.0,NORMAL
265.0,NORMAL
266.0,NORMAL
267.0,NORMAL
268.0,NORMAL
269.0,NORMAL
270.0,NORMAL
271.0,NORMAL
272.0,NORMAL
273.0,NORMAL
274.0,NORMAL
275.0,NORMAL
276.0,NORMAL
277.0,NORMAL
278.0,NORMAL
279.0,NORMAL
280.0,NORMAL
281.0,NORMAL
282.0,NORMAL
283.0,NORMAL
284.0,NORMAL
285.0,NORMAL
286.0,NORMAL
287.0,NORMAL
288.0,NORMAL
289.0,NORMAL
290.0,NORMAL
291.0,NORMAL
292.0,NORMAL
293.0,NORMAL
294.0,NORMAL
295.0,NORMAL
296.0,NORMAL
297.0,NORMAL
298.0,NORMAL
299.0,NORMAL
300.0,NORMAL
301.0,NORMAL
302.0,NORMAL
303.0,NORMAL
304.0,NORMAL
305.0,NORMAL
306.0,NORMAL
307.0,NORMAL
308.0,NORMAL
309.0,NORMAL
310.0,NORMAL
311.0,NORMAL
312.0,NORMAL
313.0,NORMAL
314.0,NORMAL
315.0,NORMAL
316.0,NORMAL
317.0,NORMAL
318.0,NORMAL
319.0,NORMAL
320.0,NORMAL
321.0,NORMAL
322.0,NORMAL
323.0,NORMAL
324.0,NORMAL
325.0,NORMAL
326.0,NORMAL
327.0,NORMAL
328.0,NORMAL
329.0,NORMAL
330.0,NORMAL
331.0,NORMAL
332.0,NORMAL
333.0,NORMAL
334.0,NORMAL
335.0,NORMAL
336.0,NORMAL
337.0,NORMAL
338.0,NORMAL
339.0,NORMAL
340.0,NORMAL
341.0,NORMAL
342.0,NORMAL
343.0,NORMAL
344.0,NORMAL
345.0,NORMAL
346.0,NORMAL
347.0,NORMAL
348.0,NORMAL
349.0,NORMAL
350.0,NORMAL
351.0,NORMAL
352.0,NORMAL
353.0,NORMAL
354.0,NORMAL
355.0,NORMAL
356.0,NORMAL
357.0,NORMAL
358.0,NORMAL
359.0,NORMAL
360.0,NORMAL
361.0,NORMAL
362.0,NORMAL
363.0,NORMAL
364.0,NORMAL
365.0,NORMAL
366.0,NORMAL
367.0,NORMAL
368.0,NORMAL
369.0,NORMAL
370.0,NORMAL
371.0,NORMAL
372.0,NORMAL
373.0,NORMAL
374.0,NORMAL
375.0,NORMAL
376.0,NORMAL
377.0,NORMAL
378.0,NORMAL
379.0,NORMAL
380.0,NORMAL
381.0,NORMAL
382.0,NORMAL
383.0,NORMAL
384.0,NORMAL
385.0,NORMAL
386.0,NORMAL
387.0,NORMAL
388.0,NORMAL
389.0,NORMAL
390.0,NORMAL
391.0,NORMAL
392.0,NORMAL
393.0,NORMAL
394.0,NORMAL
395.0,NORMAL
396.0,NORMAL
397.0,NORMAL
398.0,NORMAL
399.0,NORMAL
400.0,NORMAL
401.0,NORMAL
402.0,NORMAL
403.0,NORMAL
404.0,NORMAL
405.0,NORMAL
406.0,NORMAL
407.0,NORMAL
408.0,NORMAL
409.0,NORMAL
410.0,NORMAL
411.0,NORMAL
412.0,NORMAL
413.0,NORMAL
414.0,NORMAL
415.0,NORMAL
416.0,NORMAL
417.0,NORMAL
418.0,NORMAL
419.0,NORMAL
420.0,NORMAL
421.0,NORMAL
422.0,NORMAL
423.0,NORMAL
424.0,NORMAL
425.0,NORMAL
426.0,NORMAL
427.0,NORMAL
428.0,NORMAL
429.0,NORMAL
430.0,NORMAL
431.0,NORMAL
432.0,NORMAL
433.0,NORMAL
434.0,NORMAL
435.0,NORMAL
436.0,NORMAL
437.0,NORMAL
438.0,NORMAL
439.0,NORMAL
440.0,NORMAL
441.0,NORMAL
442.0,NORMAL
443.0,NORMAL
444.0,NORMAL
445.0,NORMAL
446.0,NORMAL
447.0,NORMAL
448.0,NORMAL
449.0,NORMAL
450.0,NORMAL
451.0,NORMAL
452.0,NORMAL
453.0,NORMAL
454.0,NORMAL
455.0,NORMAL
456.0,NORMAL
457.0,NORMAL
458.0,NORMAL
459.0,NORMAL
460.0,NORMAL
461.0,NORMAL
462.0,NORMAL
463.0,NORMAL
464.0,NORMAL
465.0,NORMAL
466.0,NORMAL
467.0,NORMAL
468.0,NORMAL
469.0,NORMAL
470.0,NORMAL
471.0,NORMAL
472.0,NORMAL
473.0,NORMAL
474.0,NORMAL
475.0,NORMAL
476.0,NORMAL
477.0,NORMAL
478.0,NORMAL
479.0,NORMAL
480.0,NORMAL
481.0,NORMAL
482.0,NORMAL
483.0,NORMAL
484.0,NORMAL
485.0,NORMAL
486.0,NORMAL
487.0,NORMAL
488.0,NORMAL
489.0,NORMAL
490.0,NORMAL
491.0,NORMAL
492.0,NORMAL
493.0,NORMAL
494.0,ATTACK
495.0,NORMAL
496.0,NORMAL
497.0,NORMAL
498.0,NORMAL
499.0,NORMAL
500.0,NORMAL
501.0,NORMAL
502.0,NORMAL
503.0,NORMAL
504.0,NORMAL
505.0,NORMAL
506.0,NORMAL
507.0,NORMAL
508.0,NORMAL
509.0,NORMAL
510.0,NORMAL
511.0,NORMAL
512.0,NORMAL
513.0,NORMAL
514.0,NORMAL
515.0,NORMAL
516.0,NORMAL
517.0,NORMAL
518.0,NORMAL
519.0,NORMAL
520.0,NORMAL
521.0,NORMAL
522.0,NORMAL
523.0,NORMAL
524.0,NORMAL
525.0,NORMAL
526.0,NORMAL
527.0,NORMAL
528.0,NORMAL
529.0,NORMAL
530.0,NORMAL
531.0,NORMAL
532.0,NORMAL
533.0,NORMAL
534.0,NORMAL
535.0,NORMAL
536.0,NORMAL
537.0,NORMAL
538.0,NORMAL
539.0,NORMAL
540.0,NORMAL
541.0,NORMAL
542.0,NORMAL
543.0,NORMAL
544.0,NORMAL
545.0,NORMAL
546.0,NORMAL
547.0,NORMAL
548.0,NORMAL
549.0,NORMAL
550.0,NORMAL
551.0,NORMAL
552.0,NORMAL
553.0,NORMAL
554.0,NORMAL
555.0,NORMAL
556.0,NORMAL
557.0,NORMAL
558.0,NORMAL
559.0,NORMAL
560.0,NORMAL
561.0,NORMAL
562.0,NORMAL
563.0,NORMAL
564.0,NORMAL
565.0,NORMAL
566.0,NORMAL
567.0,NORMAL
568.0,NORMAL
569.0,NORMAL
570.0,NORMAL
571.0,NORMAL
572.0,NORMAL
573.0,NORMAL
574.0,NORMAL
575.0,NORMAL
576.0,NORMAL
577.0,NORMAL
578.0,NORMAL
579.0,NORMAL
580.0,NORMAL
581.0,NORMAL
582.0,NORMAL
583.0,NORMAL
584.0,NORMAL
585.0,NORMAL
586.0,NORMAL
587.0,NORMAL
588.0,NORMAL
589.0,NORMAL
590.0,NORMAL
591.0,NORMAL
592.0,NORMAL
593.0,NORMAL
594.0,NORMAL
595.0,NORMAL
596.0,NORMAL
597.0,NORMAL
598.0,NORMAL
599.0,NORMAL
600.0,NORMAL
601.0,NORMAL
602.0,NORMAL
603.0,NORMAL
604.0,NORMAL
605.0,NORMAL
606.0,NORMAL
607.0,NORMAL
608.0,NORMAL
609.0,NORMAL
610.0,NORMAL
611.0,NORMAL
612.0,NORMAL
613.0,NORMAL
614.0,NORMAL
615.0,NORMAL
616.0,NORMAL
617.0,NORMAL
618.0,NORMAL
619.0,NORMAL
620.0,NORMAL
621.0,NORMAL
622.0,NORMAL
623.0,NORMAL
624.0,NORMAL
625.0,NORMAL
626.0,NORMAL
627.0,NORMAL
628.0,NORMAL
629.0,NORMAL
630.0,NORMAL
631.0,NORMAL
632.0,NORMAL
633.0,NORMAL
634.0,NORMAL
635.0,NORMAL
636.0,NORMAL
637.0,NORMAL
638.0,NORMAL
639.0,NORMAL
640.0,NORMAL
641.0,NORMAL
642.0,NORMAL
643.0,NORMAL
644.0,NORMAL
645.0,NORMAL
646.0,NORMAL
647.0,NORMAL
648.0,NORMAL
649.0,NORMAL
650.0,NORMAL
651.0,NORMAL
652.0,NORMAL
653.0,NORMAL
654.0,NORMAL
655.0,NORMAL
656.0,NORMAL
657.0,NORMAL
658.0,NORMAL
659.0,NORMAL
660.0,NORMAL
661.0,NORMAL
662.0,NORMAL
663.0,NORMAL
664.0,NORMAL
665.0,NORMAL
666.0,NORMAL
667.0,NORMAL
668.0,NORMAL
669.0,NORMAL
670.0,NORMAL
671.0,NORMAL
672.0,NORMAL
673.0,NORMAL
674.0,NORMAL
675.0,NORMAL
676.0,NORMAL
677.0,NORMAL
678.0,NORMAL
679.0,NORMAL
680.0,NORMAL
681.0,NORMAL
682.0,NORMAL
683.0,NORMAL
684.0,NORMAL
685.0,NORMAL
686.0,NORMAL
687.0,NORMAL
688.0,NORMAL
689.0,NORMAL
690.0,NORMAL
691.0,NORMAL
692.0,NORMAL
693.0,NORMAL
694.0,NORMAL
695.0,NORMAL
696.0,NORMAL
697.0,NORMAL
698.0,NORMAL
699.0,NORMAL
700.0,NORMAL
701.0,NORMAL
702.0,NORMAL
703.0,NORMAL
704.0,NORMAL
705.0,NORMAL
706.0,NORMAL
707.0,NORMAL
708.0,NORMAL
709.0,NORMAL
710.0,NORMAL
711.0,NORMAL
712.0,NORMAL
713.0,NORMAL
714.0,NORMAL
715.0,NORMAL
716.0,NORMAL
717.0,NORMAL
718.0,NORMAL
719.0,NORMAL
720.0,NORMAL
721.0,NORMAL
722.0,NORMAL
723.0,NORMAL
724.0,NORMAL
725.0,NORMAL
726.0,NORMAL
727.0,NORMAL
728.0,NORMAL
729.0,NORMAL
730.0,NORMAL
731.0,NORMAL
732.0,NORMAL
733.0,NORMAL
734.0,NORMAL
735.0,NORMAL
736.0,ATTACK
737.0,ATTACK
738.0,ATTACK
739.0,ATTACK
740.0,ATTACK
741.0,ATTACK
742.0,ATTACK
743.0,ATTACK
744.0,NORMAL
745.0,NORMAL
746.0,ATTACK
747.0,ATTACK
748.0,ATTACK
749.0,ATTACK
750.0,NORMAL
751.0,NORMAL
752.0,NORMAL
753.0,NORMAL
754.0,NORMAL
755.0,NORMAL
756.0,NORMAL
757.0,NORMAL
758.0,NORMAL
759.0,NORMAL
760.0,NORMAL
761.0,NORMAL
762.0,NORMAL
763.0,NORMAL
764.0,NORMAL
765.0,NORMAL
766.0,NORMAL
767.0,NORMAL
768.0,NORMAL
769.0,NORMAL
770.0,NORMAL
771.0,NORMAL
772.0,NORMAL
773.0,NORMAL
774.0,NORMAL
775.0,NORMAL
776.0,NORMAL
777.0,NORMAL
778.0,ATTACK
779.0,ATTACK
780.0,ATTACK
781.0,ATTACK
782.0,ATTACK
783.0,ATTACK
784.0,ATTACK
785.0,ATTACK
786.0,ATTACK
787.0,ATTACK
788.0,ATTACK
789.0,ATTACK
790.0,ATTACK
791.0,ATTACK
792.0,ATTACK
793.0,ATTACK
794.0,ATTACK
795.0,ATTACK
796.0,ATTACK
797.0,ATTACK
798.0,ATTACK
799.0,ATTACK
800.0,ATTACK
801.0,ATTACK
802.0,ATTACK
803.0,ATTACK
804.0,ATTACK
805.0,ATTACK
806.0,ATTACK
807.0,ATTACK
808.0,ATTACK
809.0,ATTACK
810.0,ATTACK
811.0,ATTACK
812.0,ATTACK
813.0,ATTACK
814.0,ATTACK
815.0,ATTACK
816.0,ATTACK
817.0,ATTACK
818.0,ATTACK
819.0,ATTACK
820.0,ATTACK
821.0,ATTACK
822.0,ATTACK
823.0,ATTACK
824.0,ATTACK
825.0,ATTACK
826.0,ATTACK
827.0,ATTACK
828.0,ATTACK
829.0,ATTACK
830.0,ATTACK
831.0,ATTACK
832.0,ATTACK
833.0,ATTACK
834.0,ATTACK
835.0,ATTACK
836.0,ATTACK
837.0,ATTACK
838.0,ATTACK
839.0,ATTACK
840.0,ATTACK
841.0,ATTACK
842.0,ATTACK
843.0,ATTACK
844.0,ATTACK
845.0,ATTACK
846.0,ATTACK
847.0,ATTACK
848.0,ATTACK
849.0,ATTACK
850.0,ATTACK
851.0,ATTACK
852.0,ATTACK
853.0,ATTACK
854.0,ATTACK
855.0,ATTACK
856.0,ATTACK
857.0,ATTACK
858.0,ATTACK
859.0,ATTACK
860.0,ATTACK
861.0,ATTACK
862.0,ATTACK
863.0,ATTACK
864.0,ATTACK
865.0,ATTACK
866.0,ATTACK
867.0,NORMAL
868.0,NORMAL
869.0,NORMAL
870.0,NORMAL
871.0,NORMAL
872.0,NORMAL
873.0,NORMAL
874.0,NORMAL
875.0,NORMAL
876.0,NORMAL
877.0,NORMAL
878.0,NORMAL
879.0,NORMAL
880.0,NORMAL
881.0,NORMAL
882.0,NORMAL
883.0,NORMAL
884.0,NORMAL
885.0,NORMAL
886.0,NORMAL
887.0,NORMAL
888.0,NORMAL
889.0,NORMAL
890.0,NORMAL
891.0,NORMAL
892.0,NORMAL
893.0,NORMAL
894.0,NORMAL
895.0,NORMAL
896.0,NORMAL
897.0,NORMAL
898.0,NORMAL
899.0,NORMAL
900.0,NORMAL
901.0,NORMAL
902.0,NORMAL
903.0,NORMAL
904.0,NORMAL
905.0,NORMAL
906.0,NORMAL
907.0,NORMAL
908.0,NORMAL
909.0,NORMAL
910.0,NORMAL
911.0,NORMAL
912.0,NORMAL
913.0,NORMAL
914.0,NORMAL
915.0,NORMAL
916.0,NORMAL
917.0,NORMAL
918.0,NORMAL
919.0,NORMAL
920.0,NORMAL
921.0,NORMAL
922.0,NORMAL
923.0,NORMAL
924.0,NORMAL
925.0,NORMAL
926.0,NORMAL
927.0,NORMAL
928.0,NORMAL
929.0,NORMAL
930.0,NORMAL
931.0,NORMAL
932.0,NORMAL
933.0,NORMAL
934.0,NORMAL
935.0,NORMAL
936.0,NORMAL
937.0,NORMAL
938.0,NORMAL
939.0,NORMAL
940.0,NORMAL
941.0,NORMAL
942.0,NORMAL
943.0,NORMAL
944.0,NORMAL
945.0,NORMAL
946.0,NORMAL
947.0,NORMAL
948.0,NORMAL
949.0,NORMAL
950.0,NORMAL
951.0,NORMAL
952.0,NORMAL
953.0,NORMAL
954.0,NORMAL
955.0,NORMAL
956.0,NORMAL
957.0,NORMAL
958.0,NORMAL
959.0,NORMAL
960.0,NORMAL
961.0,NORMAL
962.0,NORMAL
963.0,NORMAL
964.0,NORMAL
965.0,NORMAL
966.0,NORMAL
967.0,NORMAL
968.0,NORMAL
969.0,NORMAL
970.0,NORMAL
971.0,NORMAL
972.0,NORMAL
973.0,NORMAL
974.0,NORMAL
975.0,NORMAL
976.0,NORMAL
977.0,NORMAL
978.0,NORMAL
979.0,NORMAL
980.0,NORMAL
981.0,NORMAL
982.0,NORMAL
983.0,NORMAL
984.0,NORMAL
985.0,NORMAL
986.0,NORMAL
987.0,NORMAL
988.0,NORMAL
989.0,NORMAL
990.0,NORMAL
991.0,NORMAL
992.0,NORMAL
993.0,NORMAL
994.0,NORMAL
995.0,NORMAL
996.0,NORMAL
997.0,NORMAL
998.0,NORMAL
999.0,NORMAL
1000.0,NORMAL
1001.0,NORMAL
1002.0,NORMAL
1003.0,NORMAL
1004.0,NORMAL
1005.0,NORMAL
1006.0,NORMAL
1007.0,NORMAL
1008.0,NORMAL
1009.0,NORMAL
1010.0,NORMAL
1011.0,NORMAL
1012.0,NORMAL
1013.0,NORMAL
1014.0,NORMAL
1015.0,NORMAL
1016.0,NORMAL
1017.0,NORMAL
1018.0,NORMAL
1019.0,NORMAL
1020.0,NORMAL
1021.0,NORMAL
1022.0,NORMAL
1023.0,NORMAL
1024.0,NORMAL
1025.0,NORMAL
1026.0,NORMAL
1027.0,NORMAL
1028.0,NORMAL
1029.0,NORMAL
1030.0,NORMAL
1031.0,NORMAL
1032.0,NORMAL
1033.0,NORMAL
1034.0,NORMAL
1035.0,NORMAL
1036.0,NORMAL
1037.0,NORMAL
1038.0,NORMAL
1039.0,NORMAL
1040.0,NORMAL
1041.0,NORMAL
1042.0,NORMAL
1043.0,NORMAL
1044.0,NORMAL
1045.0,NORMAL
1046.0,NORMAL
1047.0,NORMAL
1048.0,NORMAL
1049.0,NORMAL
1050.0,NORMAL
1051.0,NORMAL
1052.0,NORMAL
1053.0,NORMAL
1054.0,NORMAL
1055.0,NORMAL
1056.0,NORMAL
1057.0,NORMAL
1058.0,NORMAL
1059.0,NORMAL
1060.0,NORMAL
1061.0,NORMAL
1062.0,NORMAL
1063.0,NORMAL
1064.0,NORMAL
1065.0,NORMAL
1066.0,NORMAL
1067.0,NORMAL
1068.0,NORMAL
1069.0,NORMAL
1070.0,NORMAL
1071.0,NORMAL
1072.0,NORMAL
1073.0,NORMAL
1074.0,NORMAL
1075.0,NORMAL
1076.0,NORMAL
1077.0,NORMAL
1078.0,NORMAL
1079.0,NORMAL
1080.0,NORMAL
1081.0,NORMAL
1082.0,NORMAL
1083.0,NORMAL
1084.0,NORMAL
1085.0,NORMAL
1086.0,ATTACK
1087.0,ATTACK
1088.0,ATTACK
1089.0,ATTACK
1090.0,ATTACK
1091.0,ATTACK
1092.0,ATTACK
1093.0,ATTACK
1094.0,ATTACK
1095.0,ATTACK
1096.0,ATTACK
1097.0,ATTACK
1098.0,ATTACK
1099.0,ATTACK
1100.0,ATTACK
1101.0,ATTACK
1102.0,ATTACK
1103.0,ATTACK
1104.0,ATTACK
1105.0,ATTACK
1106.0,ATTACK
1107.0,ATTACK
1108.0,ATTACK
1109.0,ATTACK
1110.0,ATTACK
1111.0,ATTACK
1112.0,ATTACK
1113.0,ATTACK
1114.0,ATTACK
1115.0,ATTACK
1116.0,ATTACK
1117.0,ATTACK
1118.0,ATTACK
1119.0,ATTACK
1120.0,ATTACK
1121.0,ATTACK
1122.0,ATTACK
1123.0,ATTACK
1124.0,ATTACK
1125.0,ATTACK
1126.0,ATTACK
1127.0,ATTACK
1128.0,ATTACK
1129.0,ATTACK
1130.0,ATTACK
1131.0,ATTACK
1132.0,ATTACK
1133.0,ATTACK
1134.0,ATTACK
1135.0,ATTACK
1136.0,ATTACK
1137.0,ATTACK
1138.0,ATTACK
1139.0,ATTACK
1140.0,ATTACK
1141.0,ATTACK
1142.0,ATTACK
1143.0,ATTACK
1144.0,ATTACK
1145.0,ATTACK
1146.0,ATTACK
1147.0,ATTACK
1148.0,ATTACK
1149.0,ATTACK
1150.0,ATTACK
1151.0,ATTACK
1152.0,ATTACK
1153.0,ATTACK
1154.0,ATTACK
1155.0,ATTACK
1156.0,ATTACK
1157.0,ATTACK
1158.0,ATTACK
1159.0,ATTACK
1160.0,ATTACK
1161.0,ATTACK
1162.0,ATTACK
1163.0,ATTACK
1164.0,ATTACK
1165.0,ATTACK
1166.0,ATTACK
1167.0,ATTACK
1168.0,ATTACK
1169.0,ATTACK
1170.0,ATTACK
1171.0,ATTACK
1172.0,ATTACK
1173.0,ATTACK
1174.0,ATTACK
1175.0,ATTACK
1176.0,ATTACK
1177.0,ATTACK
1178.0,ATTACK
1179.0,ATTACK
1180.0,ATTACK
1181.0,ATTACK
1182.0,ATTACK
1183.0,ATTACK
1184.0,ATTACK
1185.0,ATTACK
1186.0,ATTACK
1187.0,ATTACK
1188.0,ATTACK
1189.0,ATTACK
1190.0,ATTACK
1191.0,ATTACK
1192.0,ATTACK
1193.0,ATTACK
1194.0,ATTACK
1195.0,ATTACK
1196.0,ATTACK
1197.0,ATTACK
1198.0,ATTACK
1199.0,ATTACK
1200.0,ATTACK
1201.0,ATTACK
1202.0,ATTACK
1203.0,ATTACK
1204.0,ATTACK
1205.0,ATTACK
1206.0,ATTACK
1207.0,ATTACK
1208.0,ATTACK
1209.0,ATTACK
1210.0,ATTACK
1211.0,ATTACK
1212.0,ATTACK
1213.0,ATTACK
1214.0,ATTACK
1215.0,ATTACK
1216.0,ATTACK
1217.0,ATTACK
1218.0,ATTACK
1219.0,NORMAL
1220.0,NORMAL
1221.0,NORMAL
1222.0,NORMAL
1223.0,NORMAL
1224.0,NORMAL
1225.0,NORMAL
1226.0,NORMAL
1227.0,NORMAL
1228.0,NORMAL
1229.0,NORMAL
1230.0,NORMAL
1231.0,NORMAL
1232.0,NORMAL
1233.0,NORMAL
1234.0,NORMAL
1235.0,NORMAL
1236.0,NORMAL
1237.0,NORMAL
1238.0,NORMAL
1239.0,NORMAL
1240.0,NORMAL
1241.0,NORMAL
1242.0,NORMAL
1243.0,NORMAL
1244.0,NORMAL
1245.0,NORMAL
1246.0,NORMAL
1247.0,NORMAL
1248.0,NORMAL
1249.0,NORMAL
1250.0,NORMAL
1251.0,NORMAL
1252.0,NORMAL
1253.0,NORMAL
1254.0,NORMAL
1255.0,NORMAL
1256.0,NORMAL
1257.0,NORMAL
1258.0,NORMAL
1259.0,NORMAL
1260.0,NORMAL
1261.0,NORMAL
1262.0,NORMAL
1263.0,NORMAL
1264.0,NORMAL
1265.0,NORMAL
1266.0,NORMAL
1267.0,NORMAL
1268.0,NORMAL
1269.0,NORMAL
1270.0,NORMAL
1271.0,NORMAL
1272.0,NORMAL
1273.0,NORMAL
1274.0,NORMAL
1275.0,NORMAL
1276.0,NORMAL
1277.0,NORMAL
1278.0,NORMAL
1279.0,NORMAL
1280.0,NORMAL
1281.0,NORMAL
1282.0,NORMAL
1283.0,NORMAL
1284.0,NORMAL
1285.0,NORMAL
1286.0,NORMAL
1287.0,NORMAL
1288.0,NORMAL
1289.0,NORMAL
1290.0,NORMAL
1291.0,NORMAL
1292.0,NORMAL
1293.0,NORMAL
1294.0,NORMAL
1295.0,NORMAL
1296.0,NORMAL
1297.0,NORMAL
1298.0,NORMAL
1299.0,NORMAL
1300.0,NORMAL
1301.0,NORMAL
1302.0,NORMAL
1303.0,NORMAL
1304.0,NORMAL
1305.0,NORMAL
1306.0,NORMAL
1307.0,NORMAL
1308.0,NORMAL
1309.0,NORMAL
1310.0,NORMAL
1311.0,NORMAL
1312.0,NORMAL
1313.0,NORMAL
1314.0,NORMAL
1315.0,NORMAL
1316.0,NORMAL
1317.0,NORMAL
1318.0,NORMAL
1319.0,NORMAL
1320.0,NORMAL
1321.0,NORMAL
1322.0,NORMAL
1323.0,NORMAL
1324.0,NORMAL
1325.0,NORMAL
1326.0,NORMAL
1327.0,NORMAL
1328.0,NORMAL
1329.0,NORMAL
1330.0,NORMAL
1331.0,NORMAL
1332.0,NORMAL
1333.0,NORMAL
1334.0,NORMAL
1335.0,NORMAL
1336.0,NORMAL
1337.0,NORMAL
1338.0,NORMAL
1339.0,NORMAL
1340.0,NORMAL
1341.0,NORMAL
1342.0,NORMAL
1343.0,NORMAL
1344.0,NORMAL
1345.0,NORMAL
1346.0,NORMAL
1347.0,NORMAL
1348.0,NORMAL
1349.0,NORMAL
1350.0,NORMAL
1351.0,NORMAL
1352.0,NORMAL
1353.0,NORMAL
1354.0,NORMAL
1355.0,NORMAL
1356.0,NORMAL
1357.0,NORMAL
1358.0,NORMAL
1359.0,NORMAL
1360.0,NORMAL
1361.0,NORMAL
